date,level,volume,dis_efas5,e0_emo1,pr_emo1,ta_emo1
2000-04-12,66.705,13.764,0.03,3.65,0.0,11.4
2000-04-13,66.704,13.762,0.02,2.47,0.0,11.11
2000-04-14,66.706,13.767,0.03,3.29,1.51,14.33
2000-04-15,66.719,13.805,0.11,2.69,5.98,14.27
2000-04-16,66.745,13.878,0.1,2.67,39.64,14.35
2000-04-17,66.762,13.925,0.07,2.27,4.54,10.73
2000-04-18,66.769,13.946,0.07,3.22,0.1,12.1
2000-04-19,66.772,13.954,0.06,3.17,0.0,14.03
2000-04-20,66.772,13.954,0.03,3.77,0.0,15.12
2000-04-21,66.772,13.954,0.02,4.41,0.0,15.82
2000-04-22,66.771,13.952,0.01,3.83,0.09,15.47
2000-04-23,66.77,13.948,0.01,2.25,3.42,11.04
2000-04-24,66.77,13.948,0.0,3.92,0.07,11.77
2000-04-25,66.767,13.94,0.0,4.67,0.0,13.88
2000-04-26,66.764,13.932,0.0,4.54,1.97,14.73
2000-04-27,66.761,13.924,0.01,2.84,1.08,12.64
2000-04-28,66.757,13.911,0.03,2.59,7.93,9.38
2000-04-29,66.751,13.895,0.02,4.51,0.18,11.99
2000-04-30,66.744,13.873,0.03,2.84,0.03,14.39
2000-05-01,66.734,13.848,0.07,2.7,12.51,14.44
2000-05-02,66.742,13.87,0.06,2.61,4.07,12.79
2000-05-03,66.742,13.87,0.03,5.15,0.1,17.68
2000-05-04,66.742,13.868,0.02,4.78,1.24,17.89
2000-05-05,66.74,13.864,0.01,4.21,0.12,16.72
2000-05-06,66.74,13.864,0.01,2.8,20.35,13.81
2000-05-07,66.74,13.864,0.02,2.93,2.52,14.61
2000-05-08,66.742,13.87,0.02,3.29,4.04,14.22
2000-05-09,66.745,13.878,0.02,2.95,4.67,13.54
2000-05-10,66.749,13.89,0.02,3.36,8.49,14.2
2000-05-11,66.753,13.901,0.02,3.34,1.03,14.21
2000-05-12,66.755,13.907,0.01,4.13,0.0,15.7
2000-05-13,66.749,13.888,0.0,4.98,0.0,17.42
2000-05-14,66.743,13.872,0.0,6.01,0.0,19.13
2000-05-15,66.738,13.857,0.0,5.54,0.0,20.21
2000-05-16,66.733,13.842,0.0,4.46,0.01,19.59
2000-05-17,66.727,13.828,0.0,5.17,0.0,18.93
2000-05-18,66.722,13.812,0.0,6.11,0.0,18.93
2000-05-19,66.716,13.796,0.0,6.37,0.0,19.29
2000-05-20,66.71,13.779,0.0,5.94,0.0,19.35
2000-05-21,66.705,13.764,0.0,2.92,0.12,15.32
2000-05-22,66.698,13.744,0.0,3.99,0.04,16.46
2000-05-23,66.691,13.725,0.0,5.1,0.47,18.46
2000-05-24,66.685,13.707,0.01,3.61,6.82,17.96
2000-05-25,66.678,13.689,0.01,3.83,0.96,17.36
2000-05-26,66.672,13.67,0.0,5.62,0.0,17.84
2000-05-27,66.666,13.654,0.0,4.8,0.0,18.39
2000-05-28,66.66,13.637,0.0,6.02,0.0,19.07
2000-05-29,66.654,13.621,0.0,7.0,0.0,21.82
2000-05-30,66.584,13.421,0.0,8.17,0.0,23.1
2000-05-31,66.575,13.397,0.0,8.25,0.0,24.28
2000-06-01,66.635,13.566,0.0,8.48,0.0,25.17
2000-06-02,66.558,13.349,0.0,8.89,0.0,23.3
2000-06-03,66.548,13.319,0.0,8.77,0.0,23.64
2000-06-04,66.558,13.347,0.0,6.86,0.04,23.17
2000-06-05,66.556,13.343,0.0,6.53,0.0,20.23
2000-06-06,66.547,13.317,0.0,6.66,0.0,20.45
2000-06-07,66.534,13.281,0.0,8.45,0.0,22.23
2000-06-08,66.518,13.236,0.0,8.25,0.0,22.75
2000-06-09,66.504,13.195,0.0,8.81,0.0,22.81
2000-06-10,66.491,13.158,0.0,4.99,0.08,15.89
2000-06-11,66.479,13.126,0.0,7.14,0.0,17.34
2000-06-12,66.47,13.1,0.0,7.87,0.0,21.13
2000-06-13,66.46,13.072,0.0,8.35,0.0,22.23
2000-06-14,66.449,13.039,0.0,8.59,0.0,23.77
2000-06-15,66.431,12.99,0.0,8.78,0.0,24.48
2000-06-16,66.54,13.296,0.0,9.0,0.0,25.13
2000-06-17,66.602,13.471,0.0,9.86,0.0,25.33
2000-06-18,66.606,13.483,0.0,11.24,0.0,24.27
2000-06-19,66.589,13.435,0.0,7.36,0.0,21.07
2000-06-20,66.573,13.39,0.0,7.65,0.0,22.22
2000-06-21,66.56,13.353,0.0,5.43,0.0,19.89
2000-06-22,66.539,13.295,0.0,6.37,0.0,22.79
2000-06-23,66.626,13.54,0.0,7.81,0.0,22.06
2000-06-24,66.692,13.727,0.0,7.99,0.0,22.66
2000-06-25,66.652,13.613,0.0,9.01,0.0,26.69
2000-06-26,66.587,13.429,0.0,4.29,0.0,23.0
2000-06-27,66.522,13.247,0.0,4.97,0.0,21.32
2000-06-28,66.493,13.165,0.0,7.05,0.0,22.77
2000-06-29,66.557,13.346,0.0,8.09,0.0,24.07
2000-06-30,66.651,13.612,0.0,8.9,0.0,25.17
2000-07-01,66.591,13.441,0.0,8.6,0.0,23.98
2000-07-02,66.525,13.256,0.0,8.73,0.0,24.23
2000-07-03,66.471,13.102,0.0,7.35,0.0,23.01
2000-07-04,66.651,13.61,0.0,6.77,0.0,20.54
2000-07-05,66.652,13.614,0.0,7.56,0.0,22.05
2000-07-06,66.587,13.43,0.0,8.15,0.0,24.99
2000-07-07,66.675,13.679,0.0,7.69,0.0,24.08
2000-07-08,66.662,13.644,0.0,9.59,0.0,25.77
2000-07-09,66.617,13.514,0.0,8.72,0.0,24.46
2000-07-10,66.57,13.382,0.0,6.29,0.0,22.68
2000-07-11,66.659,13.634,0.0,6.02,0.0,19.65
2000-07-12,66.667,13.656,0.0,7.94,0.0,21.06
2000-07-13,66.639,13.577,0.0,8.57,0.0,24.49
2000-07-14,66.619,13.521,0.0,8.85,0.0,24.87
2000-07-15,66.622,13.529,0.0,8.92,0.0,26.4
2000-07-16,66.567,13.374,0.0,9.52,0.0,27.01
2000-07-17,66.501,13.186,0.0,10.2,0.0,27.91
2000-07-18,66.443,13.022,0.0,8.19,0.0,25.22
2000-07-19,66.612,13.502,0.0,5.82,0.0,21.44
2000-07-20,66.65,13.61,0.0,7.62,0.0,24.22
2000-07-21,66.606,13.485,0.0,7.83,0.0,25.22
2000-07-22,66.586,13.429,0.0,9.92,0.0,26.55
2000-07-23,66.586,13.426,0.0,7.33,0.0,22.52
2000-07-24,66.5,13.185,0.0,5.48,0.0,20.51
2000-07-25,66.589,13.437,0.0,7.49,0.0,22.36
2000-07-26,66.719,13.805,0.0,6.36,0.0,20.82
2000-07-27,66.75,13.893,0.0,8.15,0.0,23.03
2000-07-28,66.741,13.867,0.0,8.3,0.0,24.36
2000-07-29,66.716,13.795,0.0,9.78,0.0,26.75
2000-07-30,66.665,13.65,0.0,8.73,0.0,26.81
2000-07-31,66.649,13.606,0.0,9.24,0.0,26.9
2000-08-01,66.664,13.648,0.0,9.98,0.0,29.45
2000-08-02,66.687,13.714,0.0,9.48,0.0,29.25
2000-08-03,66.71,13.779,0.0,8.08,0.0,27.22
2000-08-04,66.722,13.813,0.0,9.48,0.0,24.54
2000-08-05,66.716,13.796,0.0,7.1,0.0,24.27
2000-08-06,66.624,13.535,0.0,6.61,0.0,24.96
2000-08-07,66.512,13.217,0.0,8.0,0.0,26.4
2000-08-08,66.501,13.186,0.0,8.57,0.0,25.52
2000-08-09,66.601,13.471,0.0,8.19,0.0,25.55
2000-08-10,66.741,13.867,0.0,8.34,0.0,26.21
2000-08-11,66.777,13.969,0.0,9.49,0.0,26.24
2000-08-12,66.696,13.739,0.0,5.56,0.0,22.45
2000-08-13,66.593,13.446,0.0,6.65,0.0,22.76
2000-08-14,66.494,13.166,0.0,7.03,0.0,24.82
2000-08-15,66.493,13.163,0.0,8.5,0.0,26.9
2000-08-16,66.578,13.404,0.0,9.44,0.0,28.54
2000-08-17,66.663,13.644,0.0,9.68,0.0,28.07
2000-08-18,66.733,13.845,0.0,8.18,0.0,27.28
2000-08-19,66.757,13.913,0.0,7.44,0.0,23.74
2000-08-20,66.687,13.713,0.0,6.78,0.0,23.35
2000-08-21,66.616,13.511,0.0,6.55,0.0,24.05
2000-08-22,66.546,13.314,0.0,6.98,0.0,21.81
2000-08-23,66.493,13.166,0.0,6.32,0.0,21.24
2000-08-24,66.561,13.358,0.0,4.47,0.0,21.9
2000-08-25,66.646,13.598,0.0,5.06,0.0,22.34
2000-08-26,66.699,13.748,0.0,5.5,0.0,21.08
2000-08-27,66.68,13.692,0.0,6.01,0.0,21.22
2000-08-28,66.656,13.624,0.0,7.4,0.0,24.91
2000-08-29,66.592,13.443,0.0,5.94,0.0,24.92
2000-08-30,66.51,13.211,0.0,4.24,0.0,24.48
2000-08-31,66.442,13.021,0.0,5.81,0.0,23.6
2000-09-01,66.507,13.204,0.0,6.62,0.0,24.87
2000-09-02,66.643,13.589,0.0,4.92,0.0,23.46
2000-09-03,66.679,13.69,0.0,5.45,0.0,23.68
2000-09-04,66.637,13.572,0.0,5.43,0.0,23.45
2000-09-05,66.564,13.366,0.0,5.64,0.0,24.66
2000-09-06,66.495,13.17,0.0,5.72,0.0,24.41
2000-09-07,66.539,13.294,0.0,6.98,0.0,24.19
2000-09-08,66.714,13.789,0.0,7.04,0.0,25.66
2000-09-09,66.791,14.007,0.0,7.4,0.0,27.1
2000-09-10,66.709,13.777,0.0,6.31,0.0,25.02
2000-09-11,66.639,13.578,0.0,6.22,0.0,23.47
2000-09-12,66.58,13.41,0.0,4.71,0.0,23.4
2000-09-13,66.523,13.249,0.0,4.7,0.0,22.88
2000-09-14,66.619,13.52,0.0,5.06,0.0,23.87
2000-09-15,66.694,13.733,0.0,6.31,0.0,23.6
2000-09-16,66.668,13.659,0.0,5.01,0.0,21.03
2000-09-17,66.606,13.485,0.0,4.52,0.0,22.23
2000-09-18,66.548,13.319,0.01,4.65,0.0,21.58
2000-09-19,66.521,13.243,0.01,2.78,2.21,19.55
2000-09-20,66.534,13.28,0.01,2.55,0.44,17.57
2000-09-21,66.581,13.413,0.01,3.39,0.0,16.16
2000-09-22,66.624,13.534,0.0,5.12,0.0,19.71
2000-09-23,66.625,13.537,0.0,5.62,0.0,22.39
2000-09-24,66.58,13.411,0.0,4.0,0.0,21.15
2000-09-25,66.53,13.269,0.0,3.65,0.0,20.92
2000-09-26,66.541,13.3,0.0,3.67,0.0,22.27
2000-09-27,66.583,13.418,0.0,3.47,0.0,21.98
2000-09-28,66.61,13.495,0.01,3.4,0.0,21.01
2000-09-29,66.647,13.599,0.04,2.28,6.84,17.85
2000-09-30,66.604,13.478,0.03,2.36,0.24,15.68
2000-10-01,66.576,13.399,0.02,2.9,0.0,16.36
2000-10-02,66.58,13.409,0.02,2.84,0.0,17.37
2000-10-03,66.596,13.457,0.01,3.71,0.0,18.6
2000-10-04,66.602,13.473,0.0,4.81,0.0,19.47
2000-10-05,66.595,13.453,0.0,3.81,0.0,18.83
2000-10-06,66.581,13.412,0.0,3.57,0.0,19.67
2000-10-07,66.573,13.391,0.0,3.96,0.0,20.06
2000-10-08,66.565,13.368,0.0,3.58,0.0,20.2
2000-10-09,66.556,13.343,0.0,3.59,0.0,20.31
2000-10-10,66.546,13.314,0.0,3.03,0.0,19.31
2000-10-11,66.535,13.284,0.02,3.25,0.0,18.09
2000-10-12,66.533,13.278,0.07,2.59,12.34,17.44
2000-10-13,66.542,13.303,0.07,1.2,1.02,11.95
2000-10-14,66.538,13.292,0.05,2.11,0.0,12.25
2000-10-15,66.533,13.277,0.04,2.44,0.0,15.51
2000-10-16,66.533,13.277,0.03,1.64,4.84,14.35
2000-10-17,66.525,13.255,0.02,1.49,0.1,15.06
2000-10-18,66.505,13.199,0.02,2.73,0.0,16.04
2000-10-19,66.482,13.135,0.01,2.36,0.0,17.12
2000-10-20,66.461,13.074,0.19,2.1,0.0,17.77
2000-10-21,66.462,13.078,0.12,1.12,36.42,14.67
2000-10-22,66.482,13.134,0.08,1.05,0.77,12.29
2000-10-23,66.487,13.149,0.07,1.35,0.89,16.48
2000-10-24,66.487,13.149,0.07,1.39,0.2,17.52
2000-10-25,66.487,13.147,0.05,1.11,2.08,15.5
2000-10-26,66.486,13.144,0.04,1.38,0.1,16.18
2000-10-27,66.486,13.146,0.03,1.24,0.0,16.14
2000-10-28,66.485,13.143,0.02,1.85,0.0,17.14
2000-10-29,66.482,13.135,0.02,2.09,0.0,17.43
2000-10-30,66.478,13.123,0.02,1.57,0.0,14.53
2000-10-31,66.462,13.077,0.03,1.7,7.78,15.01
2000-11-01,66.456,13.061,0.03,0.97,1.1,11.35
2000-11-02,66.458,13.066,0.05,1.34,0.0,11.53
2000-11-03,66.46,13.073,0.06,1.19,9.32,13.58
2000-11-04,66.463,13.081,0.05,0.62,0.2,10.99
2000-11-05,66.466,13.088,0.04,1.12,0.0,11.4
2000-11-06,66.468,13.094,0.05,1.32,0.93,15.05
2000-11-07,66.469,13.097,0.05,0.56,3.53,11.05
2000-11-08,66.47,13.098,0.04,0.73,0.1,9.36
2000-11-09,66.468,13.095,0.04,0.94,0.0,9.71
2000-11-10,66.466,13.087,0.03,0.91,0.0,9.99
2000-11-11,66.462,13.076,0.03,1.2,0.0,13.49
2000-11-12,66.458,13.066,0.02,0.78,0.0,14.76
2000-11-13,66.456,13.06,0.05,1.51,0.35,16.94
2000-11-14,66.459,13.069,0.11,0.54,11.23,9.95
2000-11-15,66.466,13.089,0.09,0.41,10.26,11.1
2000-11-16,66.475,13.114,0.08,0.37,4.14,9.24
2000-11-17,66.476,13.118,0.07,0.56,5.2,10.96
2000-11-18,66.478,13.123,0.07,0.4,0.1,9.23
2000-11-19,66.482,13.132,0.06,0.78,0.0,8.89
2000-11-20,66.483,13.135,0.06,0.86,7.57,11.96
2000-11-21,66.481,13.13,0.05,0.46,0.92,10.96
2000-11-22,66.476,13.118,0.06,0.49,0.0,11.07
2000-11-23,66.482,13.132,0.1,1.05,9.92,14.42
2000-11-24,66.502,13.191,0.08,0.42,3.96,10.58
2000-11-25,66.507,13.203,0.07,0.54,2.09,12.84
2000-11-26,66.505,13.199,0.06,0.61,1.15,15.24
2000-11-27,66.505,13.198,0.05,0.51,0.17,15.99
2000-11-28,66.508,13.206,0.05,0.41,0.0,15.3
2000-11-29,66.512,13.219,0.07,0.94,7.73,17.35
2000-11-30,66.523,13.248,0.06,0.35,0.94,12.13
2000-12-01,66.532,13.274,0.08,0.53,0.1,13.45
2000-12-02,66.54,13.296,0.09,0.66,8.81,14.51
2000-12-03,66.543,13.306,0.08,0.18,2.17,11.66
2000-12-04,66.544,13.31,0.07,0.13,0.03,10.79
2000-12-05,66.55,13.325,0.11,0.2,0.0,11.77
2000-12-06,66.569,13.381,0.1,0.75,30.64,14.06
2000-12-07,66.596,13.456,0.09,0.62,2.07,14.05
2000-12-08,66.608,13.489,0.08,1.53,9.12,15.06
2000-12-09,66.613,13.505,0.07,0.24,2.67,11.05
2000-12-10,66.615,13.51,0.07,0.09,0.01,10.37
2000-12-11,66.614,13.507,0.06,0.21,0.0,10.33
2000-12-12,66.613,13.504,0.05,0.15,0.0,9.87
2000-12-13,66.613,13.503,0.04,0.24,0.0,9.82
2000-12-14,66.613,13.503,0.03,0.19,0.0,9.89
2000-12-15,66.613,13.503,0.03,0.22,0.08,10.56
2000-12-16,66.612,13.501,0.03,0.08,0.0,8.75
2000-12-17,66.61,13.496,0.03,0.37,0.0,7.77
2000-12-18,66.608,13.49,0.03,0.18,0.0,6.76
2000-12-19,66.606,13.483,0.03,0.36,0.0,9.99
2000-12-20,66.604,13.479,0.09,1.2,1.55,12.58
2000-12-21,66.613,13.505,0.11,0.46,9.84,8.1
2000-12-22,66.633,13.561,0.12,0.81,7.03,10.79
2000-12-23,66.68,13.694,0.15,0.41,18.28,9.68
2000-12-24,66.744,13.874,0.3,0.49,26.7,11.21
2000-12-25,66.796,14.021,0.56,0.37,24.21,10.23
2000-12-26,66.913,14.354,0.71,0.71,23.09,12.74
2000-12-27,66.918,14.369,0.73,0.27,10.82,11.0
2000-12-28,66.787,13.997,0.66,0.31,0.3,9.93
2000-12-29,66.667,13.655,0.57,0.79,2.51,12.45
2000-12-30,66.545,13.313,0.51,0.45,0.01,11.69
2000-12-31,66.426,12.977,0.45,0.21,0.0,10.64
2001-01-01,66.29,12.593,0.41,0.18,0.0,10.35
2001-01-02,66.25,12.482,0.39,0.75,6.45,12.77
2001-01-03,66.243,12.461,0.37,0.19,0.97,10.19
2001-01-04,66.251,12.485,0.34,0.54,1.34,13.05
2001-01-05,66.262,12.514,0.32,0.77,1.22,14.42
2001-01-06,66.311,12.652,0.32,0.54,7.76,13.28
2001-01-07,66.386,12.862,0.31,0.22,1.4,8.4
2001-01-08,66.391,12.876,0.29,0.35,0.0,7.82
2001-01-09,66.388,12.868,0.28,0.39,0.0,7.27
2001-01-10,66.407,12.922,0.3,1.05,15.45,11.56
2001-01-11,66.468,13.093,0.48,0.92,9.45,12.95
2001-01-12,66.612,13.502,0.71,0.44,38.09,10.33
2001-01-13,66.705,13.763,0.84,0.36,4.39,9.27
2001-01-14,66.706,13.768,0.82,0.34,0.06,9.67
2001-01-15,66.707,13.77,0.76,0.21,0.0,8.12
2001-01-16,66.709,13.775,0.69,0.25,0.0,6.58
2001-01-17,66.729,13.831,0.63,0.38,1.61,8.9
2001-01-18,66.777,13.967,0.62,0.29,0.04,9.51
2001-01-19,66.583,13.418,0.64,0.73,16.38,10.74
2001-01-20,66.26,12.511,0.64,0.46,0.3,9.64
2001-01-21,66.363,12.797,0.6,0.54,0.0,7.92
2001-01-22,66.508,13.206,0.54,0.47,0.0,9.23
2001-01-23,66.454,13.053,0.49,0.59,0.45,11.82
2001-01-24,66.481,13.13,0.48,0.85,4.46,13.48
2001-01-25,66.558,13.349,0.5,0.64,13.88,12.73
2001-01-26,66.547,13.318,0.51,0.35,1.07,9.06
2001-01-27,66.538,13.293,0.49,1.05,3.67,11.99
2001-01-28,66.584,13.423,0.46,0.75,2.17,13.06
2001-01-29,66.608,13.49,0.42,0.85,0.36,8.8
2001-01-30,66.532,13.276,0.37,1.06,0.0,7.19
2001-01-31,66.388,12.869,0.33,0.96,0.0,7.49
2001-02-01,66.399,12.901,0.29,1.17,0.0,10.57
2001-02-02,66.391,12.876,0.25,0.9,0.02,10.05
2001-02-03,66.35,12.761,0.22,0.65,0.0,10.29
2001-02-04,66.319,12.675,0.18,0.67,0.0,11.91
2001-02-05,66.29,12.592,0.16,0.91,0.0,11.71
2001-02-06,66.28,12.565,0.13,0.63,0.0,10.92
2001-02-07,66.311,12.652,0.13,1.22,0.0,12.68
2001-02-08,66.319,12.674,0.14,1.32,9.93,11.31
2001-02-09,66.269,12.535,0.14,0.61,0.98,8.56
2001-02-10,66.273,12.547,0.14,1.09,0.0,10.85
2001-02-11,66.382,12.851,0.11,1.41,0.0,12.17
2001-02-12,66.424,12.969,0.09,2.07,0.0,14.41
2001-02-13,66.391,12.877,0.07,1.99,0.0,12.62
2001-02-14,66.345,12.747,0.05,1.75,0.0,13.94
2001-02-15,66.298,12.615,0.04,0.72,0.18,9.07
2001-02-16,66.342,12.739,0.04,1.23,0.08,8.91
2001-02-17,66.312,12.656,0.03,1.55,0.0,10.48
2001-02-18,66.318,12.672,0.03,1.62,0.0,9.73
2001-02-19,66.33,12.706,0.02,1.93,0.13,10.54
2001-02-20,66.344,12.744,0.02,1.74,0.15,10.92
2001-02-21,66.347,12.752,0.02,1.72,0.0,10.33
2001-02-22,66.352,12.768,0.02,2.01,0.0,11.14
2001-02-23,66.358,12.785,0.02,1.52,0.0,13.31
2001-02-24,66.361,12.794,0.03,1.31,1.41,10.9
2001-02-25,66.364,12.801,0.04,1.07,1.32,9.88
2001-02-26,66.369,12.815,0.04,0.94,1.05,9.39
2001-02-27,66.373,12.826,0.03,1.4,0.12,10.34
2001-02-28,66.376,12.836,0.02,1.62,0.13,8.84
2001-03-01,66.395,12.887,0.1,1.74,2.68,9.54
2001-03-02,66.445,13.029,0.18,1.84,38.97,13.6
2001-03-03,66.502,13.19,0.36,1.65,37.7,13.92
2001-03-04,66.551,13.33,0.47,1.56,6.53,13.96
2001-03-05,66.553,13.333,0.5,1.42,4.63,13.69
2001-03-06,66.546,13.314,0.47,1.64,0.28,15.49
2001-03-07,66.536,13.287,0.46,2.71,0.66,18.04
2001-03-08,66.531,13.272,0.46,1.06,11.31,12.62
2001-03-09,66.525,13.256,0.47,1.61,1.47,13.49
2001-03-10,66.516,13.23,0.44,1.68,1.4,15.34
2001-03-11,66.507,13.203,0.39,1.48,0.0,14.04
2001-03-12,66.496,13.174,0.35,2.71,0.0,16.63
2001-03-13,66.486,13.144,0.3,1.41,0.0,11.8
2001-03-14,66.484,13.139,0.25,2.58,0.0,10.66
2001-03-15,66.48,13.127,0.21,3.02,0.0,13.09
2001-03-16,66.475,13.115,0.17,3.43,0.0,15.81
2001-03-17,66.475,13.115,0.14,1.69,5.57,11.9
2001-03-18,66.48,13.127,0.12,1.5,0.81,11.31
2001-03-19,66.484,13.138,0.1,2.22,0.0,12.56
2001-03-20,66.487,13.149,0.08,2.58,0.0,13.21
2001-03-21,66.491,13.16,0.06,2.74,0.0,13.94
2001-03-22,66.495,13.169,0.04,2.24,0.0,13.86
2001-03-23,66.495,13.171,0.02,4.28,0.0,16.66
2001-03-24,66.472,13.105,0.01,4.41,0.0,19.15
2001-03-25,66.436,13.003,0.01,2.43,2.05,13.94
2001-03-26,66.441,13.018,0.03,2.22,5.22,12.94
2001-03-27,66.446,13.031,0.04,1.98,4.93,11.27
2001-03-28,66.451,13.047,0.05,2.35,0.03,11.75
2001-03-29,66.456,13.06,0.04,3.31,0.0,12.79
2001-03-30,66.461,13.075,0.03,2.22,0.0,12.02
2001-03-31,66.463,13.081,0.02,3.21,0.0,14.59
2001-04-01,66.465,13.086,0.01,4.23,0.0,17.28
2001-04-02,66.469,13.098,0.0,4.91,0.0,15.13
2001-04-03,66.474,13.111,0.01,2.94,0.0,14.28
2001-04-04,66.45,13.042,0.01,2.42,0.0,12.99
2001-04-05,66.429,12.983,0.01,3.63,0.0,15.66
2001-04-06,66.401,12.904,0.01,2.63,0.0,15.45
2001-04-07,66.347,12.753,0.01,4.15,0.0,17.27
2001-04-08,66.258,12.503,0.0,4.28,0.0,14.13
2001-04-09,66.171,12.26,0.0,4.96,0.0,13.85
2001-04-10,66.242,12.46,0.0,6.04,0.0,16.55
2001-04-11,66.5,13.183,0.0,5.79,0.0,18.41
2001-04-12,66.674,13.676,0.0,6.55,0.0,18.3
2001-04-13,66.663,13.647,0.0,6.04,0.0,14.5
2001-04-14,66.654,13.621,0.0,5.27,0.0,14.78
2001-04-15,66.646,13.597,0.0,5.3,0.0,15.04
2001-04-16,66.64,13.579,0.0,5.05,0.0,15.62
2001-04-17,66.634,13.562,0.0,4.16,0.0,17.04
2001-04-18,66.628,13.547,0.0,2.79,0.0,12.31
2001-04-19,66.625,13.537,0.0,3.91,0.0,14.89
2001-04-20,66.621,13.526,0.0,3.37,0.0,15.83
2001-04-21,66.615,13.511,0.0,3.97,0.0,14.37
2001-04-22,66.61,13.494,0.0,4.48,0.0,13.74
2001-04-23,66.603,13.476,0.0,4.95,0.0,15.09
2001-04-24,66.597,13.459,0.0,5.1,0.0,16.64
2001-04-25,66.592,13.444,0.0,2.56,0.0,14.43
2001-04-26,66.581,13.414,0.0,4.29,0.0,15.17
2001-04-27,66.574,13.395,0.0,3.93,0.0,16.25
2001-04-28,66.567,13.372,0.0,5.79,0.0,15.46
2001-04-29,66.559,13.352,0.0,5.24,0.0,16.15
2001-04-30,66.552,13.33,0.0,4.2,0.0,13.96
2001-05-01,66.545,13.31,0.0,4.83,0.94,10.72
2001-05-02,66.54,13.297,0.0,3.87,0.26,11.2
2001-05-03,66.537,13.288,0.01,3.93,6.05,12.08
2001-05-04,66.536,13.285,0.04,2.06,15.43,9.39
2001-05-05,66.534,13.279,0.04,4.81,0.32,13.23
2001-05-06,66.532,13.274,0.04,3.54,0.0,12.79
2001-05-07,66.532,13.275,0.02,3.2,0.12,12.6
2001-05-08,66.509,13.21,0.01,4.22,0.0,14.3
2001-05-09,66.51,13.212,0.01,3.47,0.0,13.86
2001-05-10,66.453,13.051,0.0,3.43,0.88,13.6
2001-05-11,66.336,12.722,0.0,3.36,0.02,13.23
2001-05-12,66.595,13.454,0.0,5.58,0.0,15.88
2001-05-13,66.69,13.722,0.0,5.08,0.0,17.04
2001-05-14,66.559,13.351,0.0,4.7,0.0,15.97
2001-05-15,66.428,12.981,0.0,4.56,0.48,17.5
2001-05-16,66.603,13.476,0.0,3.22,0.08,16.21
2001-05-17,66.668,13.659,0.0,5.68,0.0,19.26
2001-05-18,66.517,13.232,0.01,5.71,0.0,20.46
2001-05-19,66.698,13.744,0.02,3.87,6.37,19.41
2001-05-20,66.71,13.778,0.03,2.68,7.38,15.95
2001-05-21,66.557,13.345,0.02,3.51,0.46,17.54
2001-05-22,66.41,12.93,0.02,4.74,0.0,18.44
2001-05-23,66.584,13.421,0.01,3.89,0.0,17.09
2001-05-24,66.624,13.536,0.0,5.52,0.0,19.36
2001-05-25,66.475,13.114,0.0,6.76,0.0,21.31
2001-05-26,66.668,13.659,0.0,7.54,0.0,22.99
2001-05-27,66.699,13.749,0.0,8.36,0.0,24.96
2001-05-28,66.522,13.247,0.0,9.44,0.0,24.84
2001-05-29,66.329,12.703,0.0,9.91,0.0,23.35
2001-05-30,66.484,13.138,0.0,9.14,0.0,22.8
2001-05-31,66.716,13.795,0.0,8.99,0.0,23.17
2001-06-01,66.816,14.079,0.0,8.43,0.0,23.45
2001-06-02,66.812,14.067,0.0,7.95,0.0,23.8
2001-06-03,66.816,14.08,0.0,8.16,0.0,23.92
2001-06-04,66.812,14.067,0.0,8.53,0.0,22.96
2001-06-05,66.798,14.028,0.0,8.07,0.0,22.37
2001-06-06,66.787,13.996,0.0,7.62,0.0,22.08
2001-06-07,66.785,13.992,0.0,8.78,0.0,23.94
2001-06-08,66.813,14.07,0.0,7.49,0.0,23.66
2001-06-09,66.893,14.296,0.0,7.09,0.0,20.48
2001-06-10,66.878,14.253,0.0,7.0,1.48,21.23
2001-06-11,66.867,14.223,0.0,5.12,0.25,19.66
2001-06-12,66.854,14.185,0.0,6.25,0.0,20.99
2001-06-13,66.832,14.125,0.0,6.37,0.0,21.2
2001-06-14,66.862,14.21,0.0,7.77,0.0,22.95
2001-06-15,66.864,14.216,0.0,8.74,0.0,24.08
2001-06-16,66.89,14.289,0.0,8.66,0.0,21.74
2001-06-17,66.904,14.327,0.0,7.83,0.0,20.21
2001-06-18,66.917,14.364,0.0,8.59,0.0,21.7
2001-06-19,66.926,14.39,0.0,9.37,0.0,24.08
2001-06-20,66.929,14.398,0.0,9.99,0.0,22.88
2001-06-21,66.941,14.432,0.0,9.04,0.0,23.31
2001-06-22,66.851,14.178,0.0,8.07,0.0,23.65
2001-06-23,66.874,14.242,0.0,8.69,0.0,25.24
2001-06-24,66.915,14.359,0.0,8.59,0.0,27.51
2001-06-25,66.951,14.462,0.0,7.94,0.0,23.96
2001-06-26,66.879,14.257,0.0,6.92,0.0,21.31
2001-06-27,66.827,14.111,0.0,7.69,0.0,21.69
2001-06-28,66.863,14.213,0.0,7.24,0.0,20.85
2001-06-29,66.909,14.344,0.0,9.63,0.0,23.62
2001-06-30,66.888,14.282,0.0,8.29,0.0,25.01
2001-07-01,66.91,14.346,0.0,10.39,0.0,26.49
2001-07-02,66.902,14.324,0.0,10.94,0.0,24.86
2001-07-03,66.898,14.311,0.0,8.97,0.0,25.07
2001-07-04,66.893,14.296,0.0,7.02,0.0,22.9
2001-07-05,66.883,14.267,0.0,7.74,0.0,21.18
